Title,Location,Company,Salary
Data Analyst,None,Thunder Bay Counselling,$16 an hour
Data Analyst,None,Tourism Sentiment Index,None
Data Analyst,None,Blue Door Supportive Services,"$47,000 - $53,000 a year"
Analytics & Insights Analyst,None,AIR MILES,None
"Intern, Data Analyst - Rail Operations",None,Canadian National Railway,None
"Data Analyst, Product",None,Thinkific,None
Data Analyst,None,"Tyler Technologies, Inc.",None
"Business Analyst (RE-05), Risk & Data Analytics","Toronto, ON",Office of the Superintendent of Financial Institut...,"$92,600 - $119,300 a year"
Remote Pilot / Data Analyst,"Toronto, ON",GHD,None
Data Analyst,Canada,Shaw Communications,None
GIS and Data Analyst,"Aurora, ON",The Corporation of the Town of Aurora,"$77,807 - $97,259 a year"
Junior Data & Reports Analyst,None,Scandinavian Building Services,None
Statistical Data Analyst,"Vaughan, ON",York Region,$40.60 - $44.12 an hour
Game Data Analyst,Ontario,Crazy Labs,None
Business Data Analyst,"London, ON",Carfax,None
Telecom & Unified Communications Analyst,"Calgary, AB",Total Systems Solutions Consulting Inc.,$115 an hour
Data Analyst – Voice of Customer,Canada,Best Buy,None
Data Analyst,None,Thornhill Employment Hub,"$37,289 - $69,651 a year"
Crop Data Analyst,"Kingsville, ON",Mastronardi Produce Limited,None
"Data Analyst, Portfolio Engineering","Toronto, ON",RBC,None
Workforce Planning Analyst,"Calgary, AB",City of Calgary,"$70,196 - $104,501 a year"
Business Analyst - Co-op Fall 2021,"Montréal, QC",Electronic Arts,None
Data Analyst,Ontario,500px,None
Personnel Administrative Support Data Analyst-System Analyst,"North Vancouver, BC",Canadian Global Immigration Consulting,$25 an hour
Data Visualization Specialist,"Montréal, QC",Ubisoft,None
Data Quality Analyst/Senior Data Quality Analyst,"Ottawa, ON",EDC,"$62,800 - $94,200 a year"
Database Analyst,"Fort McMurray, AB",Keyano College,"$71,899 a year"
Data Analyst,"Richmond Hill, ON",Olympus Corporation of the Americas,None
Data Analyst,"Calgary, AB",QHR Technologies Inc,None
Analyst - Data and Analytics - TCC,"Montréal, QC",Air Canada,None
Business Analyst,"Mississauga, ON",Strategy Group,"$85,000 - $95,000 a year"
Operations - Commodities Operations - Natural Gas Logistics...,"Calgary, AB",Goldman Sachs,None
Inventory and Data Analyst,"Mississauga, ON",Smith & Nephew,None
"Analyst, Operations Data Integrity (Volume)","Halifax, NS",Canada Post - Postes Canada,None
Data Support Analyst,Remote,Motoinsight,None
Data Analyst Intern,"Toronto, ON",SnapTravel,None
Analyst in Genetic Toxicology,"Senneville, QC",Charles River Laboratories,None
Data Analyst,"Ottawa, ON",ITK,None
Sales Analyst,"Toronto, ON",Southern Glazer’s Wine and Spirits,None
Data Analyst,None,Thornhill Employment Hub,"$37,289 - $69,651 a year"
Data and Analytics Quantitative Analyst,"Montréal, QC",Morgan Stanley,None
STO 21R - GIS Analyst,"Nelson, BC",BC Public Service,None
data analyst - informatics and systems,"Thornhill, ON",EU Health and Innovations Inc.,"$81,000 a year"
"Analyst, Customer Data & Marketing Automation","Ottawa, ON",The Conference Board of Canada,None
Data Analyst,"Toronto, ON",Veeva Systems,None
Business Analyst 2-Health and Welfare,"Vancouver, BC",Willis Towers Watson,None
Data Science Analyst (Remote),"Toronto, ON",Yelp,None
Data Analyst & Zoho Administrator,"Vancouver, BC",Rise People Inc.,None
Data Scientist/Analyst – Summer Placement,"Calgary, AB",Grey Owl Engineering,None
"Financial Data Analyst, Fall 2021 Student","Toronto, ON",RBC,None
Data Analyst,"Edmonton, AB",Treeline IT Solutions,"$60,000 - $150,000 a year"
Customer Support Analyst (CSA),"Markham, ON",Jonas Construction Software,None
Pricing Data Analyst,"Etobicoke, ON",Moneris Solutions Corporation,None
"Data Analyst, Fall 2021 Student Opportunities","Toronto, ON",RBC,None
Data Analyst,Canada,Cyber Chasse,None
Data Analyst (Bilingual French & English),"Kirkland, QC",IQVIA,None
Quality Assurance Analyst,"Grand Falls, NB",Day & Ross Inc.,None
Business Analyst - CRM,"Montréal, QC",Ubisoft,None
Data Analyst,"Toronto, ON",Lucova,None
Junior Data Analyst,"Oakville, ON",FCT,None
Fraud Data Analyst,"Montréal, QC",Mistplay,None
Customer Support Analyst (CSA),"Markham, ON",Jonas Software,None
Data Integrity Analyst,Manitoba,Shared Health,None
Operations Analyst,"Hartland, NB",Day & Ross Inc.,None
database analyst,"Halifax, NS",Dameng Internet Ltd,$31 an hour
