Title,Location,Company,Salary
Data Analyst/Engineer,None,Fraserway RV,None
Junior Data Analyst (2021-0065),"Calgary, AB",ICTC,None
Data Analyst,None,AgencyAnalytics,"$70,000 a year"
Reporting Analyst,None,Dealer-FX Group,None
Data Visualization Analyst (Developer),None,Suncor Energy Services,None
Data Support Analyst,"Vancouver, BC",Earl's Holdings Ltd.,None
Product Data Analyst - Aftermarket,None,Pricedex Software Inc.,None
"Analyst, FIN-Partnering",None,Bank of Canada,None
Data Analyst/Administrative Assistant,None,Dealer Media,"$50,000 - $65,000 a year"
Logistics Data Analyst,None,Atlantic Packaging Products Ltd.,None
"Associate Information Analyst, Data Management & Stewardship","Ottawa, ON",EDC,"$45,700 - $68,500 a year"
Data Analyst,"Montréal, QC",Link Energy,None
Data Analyst,"Burnaby, BC",Ballard Power Systems Inc.,None
Data Analyst,"Calgary, AB",Baker Hughes,None
Sales Data Analyst,None,Dermalogica,None
Human Resources Analyst,None,Vale,None
Data Analyst Assistant,"Montréal, QC",Ubisoft,None
Senior Data Analyst,"Saskatoon, SK",Vendasta,None
database analyst,"Markham, ON",Powernode Computer Inc.,$35 an hour
Support Analyst,Remote,SmileCDR,None
"Decision Support Analyst, QM&CDS",None,St. Joseph's Health Care London,None
Data Management Analyst,"Surrey, BC",Coast Capital Savings Federal Credit Union,None
Data Analyst - Business Intelligence,"Montréal, QC",Groupe Techno-X,None
Data Insights Analyst,"Ottawa, ON",BAM Strategy,None
Data Analyst,"Toronto, ON",ProCogia,None
OPERATIONS REPORTING ANALYST,None,Allstate Canada,None
Data Analyst,"Winnipeg, MB",People Corporation,None
Senior Data Analyst,Remote,Makeship,None
Data Analyst,"Toronto, ON",SickKids,None
Data Analyst Intern,"Montréal, QC",GURUS Solutions,None
"Data Analyst - Term to March 2022 -(West Vancouver, BC)","Metro Vancouver Regional District, BC",First Nations Health Authority,None
"Inventory Analyst, HMMS",None,St. Joseph's Health Care London,None
Data/Reporting Analyst,"Calgary, AB",Absorb LMS,None
Sr. Change/ Data Management Analyst,"Burnaby, BC",Ballard Power Systems Inc.,None
Advisory Analyst,"Montréal, QC",Hatch,None
"Data Analyst, Risk","Vancouver, BC",Square,None
Partnerships Data Analyst,"Calgary, AB",Neo Financial,None
Data Analyst - Business Intelligence,"Montréal, QC",Groupe Techno-X,None
Underwriting Analyst - Property Operations,None,AIG,None
database analyst,"Calgary, AB",Primco,$45 an hour
Data Insights Analyst,"Ottawa, ON",BAM Strategy,None
Data Analyst,"Toronto, ON",ProCogia,None
Data Analyst,"Toronto, ON",MediaCom,None
"research analyst, health policy","Vancouver, BC",PRECISIONheor,"$80,000 a year"
Data Analyst,"Toronto, ON",Munich RE,None
Database Analysts & Data Administrator,"Surrey, BC",DOLON MEDIA GROUP INC.,$33 an hour
Market and Data Analyst,"Longueuil, QC",Mediagrif,None
DIGITAL DATA ANALYST,"Vancouver, BC",PNI Digital Media,None
Supply Chain Analyst Term Position,None,Old Dutch Foods,None
Data Scientist and Analyst Consultant,"Vancouver, BC",Vancity,None
"Decision Support Analyst, QM&CDS",None,St. Joseph's Health Care London,None
Sales Data Analyst,None,Dermalogica,None
"Analyst, Marketing & Talent Analytics","Calgary, AB",City of Calgary,$33.79 - $45.19 an hour
