Title,Location,Company,Salary
QA Data Analyst,None,Blackline Safety,None
Data Analyst,None,Parmida E-commerce,"$45,000 a year"
Data Analyst (calibrations),None,ExPretio,None
"Data Analyst, Game",None,Prodigy Game,None
IT Analyst II - Data Integration Developer,"Calgary, AB",Alberta Health Services,None
Sales Data Analyst,None,Dermalogica,"$75,000 - $100,000 a year"
Data Analyst,"Toronto, ON",Sovereign MD Management Inc,"$75,000 a year"
Data analyst (Summer internship),"Montréal, QC",Ipnos Software,None
Partnerships Data Analyst,"Calgary, AB",Neo Financial,None
"Analyst - Information, Evaluation & Data","Edmonton, AB",Alberta Health Services,None
Junior Data Analyst,"Edmonton, AB",Scandinavian Building Services,None
Data Analyst,"Calgary, AB",Helcim,None
Master Data Analyst - 12798,None,MEDA Limited,"$85,000 a year"
INTERNSHIP - Data Analyst Intern,"Saint-Jean-sur-Richelieu, QC",ABB,None
"Data Analyst, Business Intelligence","Mississauga, ON",Bell Canada,None
Business Intelligence Developer,None,BizXcel Inc.,"$50,000 - $80,000 a year"
Master Data Analyst - 12798,None,MEDA Limited,"$85,000 a year"
database analyst,"Haines Junction, YT",Luvinova Property Management Corporation,$30.50 - $31.50 an hour
"Data Analyst, Parents",None,Prodigy Game,None
Data Analyst,"Winnipeg, MB",Emerge Knowledge Design Inc.,None
Replenishment Analyst,None,The Home Depot Canada,None
Marketing Data Analyst,None,BC Hydro,None
Data Analyst (Remote in Canada),"Toronto, ON",Interaxon,"$65,000 - $85,000 a year"
"Sr Business Analyst, Data Clearing House (Contract)","Toronto, ON",Rogers Communications,None
HRMS Operator/Data Analyst - HRMS Instrumentation Lab,"Mississauga, ON",Bureau Veritas,None
"Analyst, Market Risk","Calgary, AB",AltaGas Ltd.,None
"Data Analyst, Operations","Windsor, ON",Hiram Walker & Sons Ltd.,None
Data Analyst,"New Westminster, BC",QHR Technologies Inc,None
CRM Data Analyst,None,7-Eleven Canada,None
Technical Analyst - Systems (Data Center Team),Saskatchewan,Saskatchewan Polytechnic,"$4,959 - $5,923 a month"
"Data Analyst, Parents",None,Prodigy Game,None
Junior Data Analyst - Relational/SQL Data Bases,"Waterloo, ON",GHD,None
"Analyst, Data Quality and Integration","Oakville, ON",Liberty,None
ES-04 Analyst (ES0202),Canada,Canada Revenue Agency,"$86,517 - $104,139 a year"
"Sr Data Analyst, DTC",None,Rogers Communications,None
Data Analyst,"Montréal, QC",Notik,"$40,000 - $75,000 a year"
Data Analyst,"Windsor, ON",SPM Automation,None
Global Process Engineer - Data Analyst,"Florenceville-Bristol, NB",McCain Foods (Canada),None
Marketing Data Analyst,None,BC Hydro,None
Intermediate Data Analyst,"Mississauga, ON",Citi,None
"Pricing Analyst - Guelph, ON",None,Wurth Canada Limited,None
Senior Data Analyst,"Toronto, ON",SADA,None
Business Intelligence Analyst,"Calgary, AB",ComplyWorks,None
