Company,Location,Title,Salary
Pathstone Mental Health,None,Data Analyst / Quality Assurance Lead,15129
PUMA Utility Monitoring Inc.,Burnaby BC,Energy Data Entry Specialist/Analyst (12-Month Contract,18720
PUMA Utility Monitoring Inc.,Burnaby BC,Energy Data Entry Specialist/Analyst (12-Month Contract,18720
Inland Empire United Way,Riverside ON,211 Data Analyst,22880
NORTHERN LIGHTS SEAFOOD INC.,Corner Brook NL,analyst investments,27040
Elections Ontario,None,Agile Business Analyst,29872
MSi Corp (Bell Canada,Quebec City QC,Business Intelligence Developer,31200
Manpower,None,HR Data Analyst,36400
EU Health and Innovations Inc.,Thornhill ON,data analyst - informatics and systems,40500
PHSA,Kamloops BC,Data Centre Analyst III,41256
PHSA,Kamloops BC,Data Centre Analyst III,41256
Vita Health Products Ltd. Beghin Avenue,Winnipeg MB,QC Analyst (12 month term,45240
Denken Solutions Canada Inc,Toronto ON,Technical Business Systems Analyst,46800
Denken Solutions Canada Inc,Toronto ON,Technical Business Systems Analyst,46800
ICC,Alliston ON,Reporting & Data Analyst,47500
JRP Employee Benefit Solutions,None,Employee Benefits Analyst,50000
TELUS,None,Business Analyst - Represent TELUS,52500
Natural Resources Canada,Ottawa ON,Physical Scientist / Physical science policy and planning an...,52788
LIDD Consultants Inc,None,Supply Chain Continuous Improvement Desk (CID Analyst,60000
TrustBIX Inc.,Edmonton AB,Data Analyst,66753
DeFi Ventures,Vancouver BC,Business Development Analyst (Remote,68450
District School Board of Niagara,St. Catharines ON,Student Data Analyst,69577
Bizxcel Inc.,None,Business and Data Analyst,70000
PepsiCo,Peterborough ON,Supply Chain Data Analyst,72600
apptoza inc,None,Data Analyst,72800
apptoza inc,None,Data Analyst,72800
umlaut,Mirabel QC,Data Analyst - Aircraft Recurring Costs Financial Analyst,75000
BC Pension Corporation,Victoria BC,Data Analyst,75922
StockholmSyndrome.AI,Montréal QC,Analyste de données - Data Analyst,77500
Government of Alberta,Edmonton AB,Senior Analyst,77742
PHSA,Vancouver BC,Data Analyst Health Surveillance- Anti-biotic Consumption Re...,77896
David Aplin Group,None,Data Visualization Specialist,85000
David Aplin Group,None,Data Visualization Specialist,85000
City of Saskatoon,Saskatoon SK,Housing Analyst,87431
City of Toronto,Toronto ON,RESEARCH ANALYST 1,90823
Indeed,None,Technical Business Analyst,93000
XF Technologies Inc.,Toronto ON,Data Modeler with BI,97500
TELUS,None,Data Analyst/Engineer,161200
TELUS,None,Data Analyst/Engineer,161200
Sun Life Financial,None,"Data Analyst, Group Underwriting",63148
Charger Logistics Inc.,None,Senior Data Analyst,63148
Softchoice,None,Data Quality Analyst,63148
Grey Owl Engineering,"Calgary, AB",Data Scientist/Analyst – Summer Placement,63148
Stantec,"Calgary, AB","Analyst, Data Management",63148
Western University,"London, ON",Data Analyst,63148
AgencyAnalytics,Remote,Data Analyst,63148
OPIsystems,"Calgary, AB",Data Analyst,63148
EPOCAL INC.,"Ottawa, ON",Data Analyst,63148
Opencare,Remote,"Data Analyst, Co-op (4-8 months) - Summer 2021",63148
Wiley,"Oakville, ON",Data Analyst,63148
Lightspeed POS,"Montréal, QC",Data Analyst,63148
Relogix,"Ottawa, ON",Tableau Data Analyst,63148
TD Bank,"Toronto, ON","Data Analyst, Cyber Fraud",63148
Eastside Games,Remote,Game Data Analyst,63148
Zafin,"Ottawa, ON",Data Analyst,63148
COLTENE-SCICAN,"Toronto, ON",Quality Data Analyst I,63148
Ubisoft,"Montréal, QC",Data Analyst Assistant,63148
StoryIQ,Remote,Data Visualization and Business Intelligence Trainer,63148
Client Of Emergitel,None,Data Analyst (SQL/Python/AI),63148
Desjardins,"Lévis, QC","Analyst, Actuarial analysis and statistics",63148
Zafin,"Ottawa, ON",Data Analyst,63148
Siemens,"Ottawa, ON",Data Analyst,63148
Canadian Natural,"Calgary, AB",Inventory Analyst,63148
Vendasta,"Saskatoon, SK",Senior Data Analyst,63148
Johnson & Johnson Family of Companies,"Guelph, ON",Global Complaint Vigilance Systems Senior Analyst - Data Ana...,63148
Sryas,"Toronto, ON",Data Analyst,63148
ICBC,"Guilford, ON",Workforce Scheduling Analyst,63148
eBay Inc.,"Toronto, ON",Data Insights Analyst - Intern,63148
Max Advanced Brakes,"Markham, ON",Junior Data Analyst,63148
noissue,"Vancouver, BC",Data & Insights Analyst,63148
Randstad,None,BSA Data Analyst - Mississauga,63148
Fraserway RV,"Abbotsford, BC",Data Analyst/Engineer,63148
Humi,"Toronto, ON",Data Operations Analyst,63148
Hypertechnologie Ciara Inc.,"Montréal, QC",Data Reporting Analyst,63148
Siemens,"Ottawa, ON",Data Analyst,63148
Max Advanced Brakes,"Markham, ON",Junior Data Analyst,63148
Yelp,"Toronto, ON",Data Science Analyst (Remote),63148
OMERS,"Toronto, ON","Data Analyst, Global Investments Technology",63148
Link Energy,"Montréal, QC",Data Analyst,63148
BMW Group Financial Services Canada,"Toronto, ON","Data Analyst Intern, Controlling (12 Months)",63148
Makeship,Remote,Senior Data Analyst,63148
Earth Rangers,"Woodbridge, ON",Data Analyst,63148
Hootsuite,Ontario,Senior Data Analyst,63148
ICBC,"Guilford, ON",Workforce Scheduling Analyst,63148
Marsh and McLennan,"Toronto, ON",Business Data Analyst,63148
Ainsworth,"Toronto, ON",Data Analyst,63148
Vidyard,Remote,Marketing Analyst,63148
Shogun,Ontario,Senior Data Analyst,63148
Iversoft,Ontario,Business Analyst (remote),63148
