Company,Location,Title,Salary
Brant County Health Unit,Brantford ON,Student - Data Analyst,18720
Brant County Health Unit,Brantford ON,Student - Data Analyst,18720
AppleOne,None,Junior Data Analyst,19250
ITRAK 365,Calgary AB,software technical support analyst,19760
ITRAK 365,Calgary AB,software technical support analyst,19760
ECS,Hamilton ON,Data & Reporting Analyst,22880
ECS,Hamilton ON,Data & Reporting Analyst,22880
XK Holdings Inc.,Bedford NS,investment analyst,26500
Eyeon Imports Inc,108 Mile Ranch BC,Retail Link Data Analyst,31200
Dental Strategy,London ON,Jr. Data Analyst,40000
ATOM AUTO PARTS,Markham ON,data analyst - informatics and systems,41600
Blue Door Supportive Services,None,Data Analyst,50000
Blue Door Supportive Services,None,Data Analyst,50000
Natural Resources Canada,Ottawa ON,Physical Scientist / Physical science policy and planning an...,52788
University Health Network,Toronto ON,Data Analyst - Instrument Tracking System,53984
University of New Brunswick,Fredericton NB,Data Centre Analyst,54842
Canadian Mental Health Association,Ontario,Data Analyst (Remote,57678
New Frontiers School Board,Châteauguay QC,ANALYST - CONTINUING EDUCATION,62680
New Frontiers School Board,Châteauguay QC,ANALYST - CONTINUING EDUCATION,62680
Luvinova Technologies,Haines Junction YT,database analyst,64480
University of Alberta,Edmonton AB,Data Analyst,64641
University of Alberta,Edmonton AB,Data Analyst,64641
Surrey Place,Toronto ON,Data Analyst,65572
Fisheries and Oceans Canada,Ottawa ON,Business and Planning Analyst,68084
Fisheries and Oceans Canada,Ottawa ON,Business and Planning Analyst,68084
Staffworks Canada Ltd.,None,Data Analyst ( Excel & Access,70000
City of Regina,Regina SK,Policy Analyst,85072
City of Edmonton,Edmonton AB,Planning Assessment & Research Analyst,91291
Ministry of Colleges and Universities,Toronto ON,SENIOR POLICY AND PLANNING ANALYST,91691
Global Intelligence Inc.,None,Senior Analyst - OSINT Investigations,95000
Calbridge Homes Ltd.,Calgary AB,Business Intelligence Analyst,104000
City of Barrie,Barrie ON,Fleet Analyst,104156
City of Barrie,Barrie ON,Fleet Analyst,104156
"Tyler Technologies, Inc.",None,Data Analyst,56569
Softchoice,None,Reporting & Data Analyst,56569
Scandinavian Building Services,None,Junior Data & Reports Analyst,56569
CNRL,None,Business Analyst - Oil Sands Business Support,56569
Best Buy,Canada,Data Analyst – Voice of Customer,56569
Enverus,"Calgary, AB",Data Analyst Intern,56569
Crazy Labs,Ontario,Game Data Analyst,56569
Autodesk,"Montréal, QC","Intern, Data Analyst - EMS",56569
Shaw Communications,Canada,Data Analyst,56569
Mastronardi Produce Limited,"Kingsville, ON",Crop Data Analyst,56569
Air Canada,"Montréal, QC",Analyst - Data and Analytics - TCC,56569
Autodesk,"Montréal, QC",Data Analyst,56569
Capgemini,"Brampton, ON",Data Analyst,56569
Lucova,"Toronto, ON",Data Analyst,56569
Libro Credit Union,"Essex, ON",Data Analyst L3,56569
GHD,"Waterloo, ON",Junior Data Analyst - Relational/SQL Data Bases,56569
Moneris Solutions Corporation,"Etobicoke, ON",Pricing Data Analyst,56569
Ontario Securities Commission,"Toronto, ON",Financial Data Analyst,56569
Canada Life Assurance Company,"London, ON","Analyst, Data Analytics",56569
EMHware,"Toronto, ON",Data Migration Analyst,56569
Coast Capital Savings Federal Credit Union,"Vancouver, BC",Data Quality Analyst-Remote,56569
Canada Post - Postes Canada,"Halifax, NS","Analyst, Operations Data Integrity (Volume)",56569
Microsoft,"Vancouver, BC",Data Analyst,56569
Canada Life Assurance Company,"Winnipeg, MB",Intelligence Analyst,56569
CGI Inc,"Toronto, ON",Alteryx / Tableau Data Analyst,56569
SYNNEX Corporation,"Toronto, ON",Business Systems Analyst – Data Intelligence,56569
RBC,"Toronto, ON","Data Analyst, Portfolio Engineering",56569
Scotiabank,"Toronto, ON",Data Analyst,56569
BC Public Service,"Nelson, BC",STO 21R - GIS Analyst,56569
Day & Ross Inc.,"Hartland, NB",Operations Analyst,56569
fusionSpan,Remote,Data Analyst,56569
Canadian Pacific,"Calgary, AB",Analyst Innovation Programs,56569
