Title,Location,Company,Salary
Reporting & Data Analyst,None,Softchoice,None
Data Quality Analyst,None,Softchoice,None
Analytics & Insights Analyst,None,AIR MILES,None
Data Analyst,None,"Center for Clinical Epidemiology, Lady Davis Institute, Jewish General Hospital",None
Data Analyst,None,"Tyler Technologies, Inc.",None
Data Analyst Intern,"Calgary, AB",Enverus,None
"Upstream Planning, Data Analyst","Brossard, QC",Schneider Electric,None
Data Analyst / Engineer,"Vancouver, BC",Microsoft,None
Data Analyst,Canada,Shaw Communications,None
Statistical Data Analyst,"Vaughan, ON",York Region,$40.60 - $44.12 an hour
Data Science Analyst (Remote),"Toronto, ON",Yelp,None
Data Analyst,"Saint John, NB",Source Atlantic,None
"Data Analyst, Product","Vancouver, BC",Thinkific,None
Junior Data Analyst,None,AppleOne,"$38,500 a year"
Game Data Analyst,Ontario,Crazy Labs,None
Data Analyst,"Brampton, ON",Capgemini,None
Data Analyst,"Toronto, ON",Lucova,None
Data Analyst L3,"Essex, ON",Libro Credit Union,None
Data Migration Analyst,"Toronto, ON",EMHware,None
Program Analyst - Contract position,Ontario,Safran,None
Data Analyst (Remote),Ontario,Canadian Mental Health Association,$25.48 - $29.98 an hour
"Analyst, Data Analytics","London, ON",Canada Life Assurance Company,None
Junior Data Analyst - Relational/SQL Data Bases,"Waterloo, ON",GHD,None
Business Systems Analyst – Data Intelligence,"Toronto, ON",SYNNEX Corporation,None
Data Analyst,"Vancouver, BC",Microsoft,None
Data Analyst,Remote,AgencyAnalytics,None
database analyst,"Halifax, NS",Dameng Internet Ltd,$31 an hour
Data Analyst,"Calgary, AB",QHR Technologies Inc,None
Data Analyst / Software Engineer - Automotive,None,The Bartech Group,None
Data Analyst,"Toronto, ON",Veeva Systems,None
Senior Data Science Analyst,"Ottawa, ON",Agriculture and Agri-Food Canada,"$98,641 - $114,400 a year"
Marketing Data Analyst,"Montréal, QC",VidCruiter,"$75,000 a year"
"Data Analyst, Bell Media","Toronto, ON",BELL MEDIA INC.,None
Access and Identity Analyst,"Vancouver, BC",University of British Columbia,"$5,790 - $8,342 a month"
Fleet Analyst,"Barrie, ON",City of Barrie,$43.99 - $56.16 an hour
Financial Data Analyst,"Toronto, ON",Ontario Securities Commission,None
INTERNATIONAL FUNCTIONAL AND REPORTING ANALYST- INTERNATIONA...,"Etobicoke, ON",Humber,$35.04 an hour
Operations Analyst,"Hartland, NB",Day & Ross Inc.,None
"Analyst, Operations Data Integrity (Volume)","Halifax, NS",Canada Post - Postes Canada,None
Pricing Data Analyst,"Etobicoke, ON",Moneris Solutions Corporation,None
EDI & Strategic Planning Data Analyst,"London, ON",Ivey Business School,"$51,300 - $64,200 a year"
Data Analyst,"Toronto, ON",Technical Standards & Safety Authority (TSSA),None
Big Data QA Analyst,"Toronto, ON",Cognizant Technology Solutions,None
Data Analyst,Remote,fusionSpan,None
Telecom & Unified Communications Analyst,"Calgary, AB",Total Systems Solutions Consulting Inc.,$115 an hour
Employer Data Analyst,"Toronto, ON",Ontario Pension Board,None
Jr. Data/Reporting Analyst,"Markham, ON",Scarsin,None
Policy and Data Analyst - Careers for Persons with Disabilit...,Canada,Public Service Commission of Canada,"$54,746 - $100,492 a year"
Junior Data Analyst,None,AppleOne,"$38,500 a year"
data analyst - informatics and systems,"Markham, ON",ATOM AUTO PARTS,$40 an hour
Data Analyst,"Vancouver, BC",Microsoft,None
Junior Data Analyst,"Waterloo, ON",University of Waterloo,None
Data Migration Analyst,"Toronto, ON",EMHware,None
Intelligence Analyst,"Winnipeg, MB",Canada Life Assurance Company,None
Product Data Analyst,"Mississauga, ON",Finastra,None
Senior Business Analyst,"Calgary, AB",Freedom Mobile,None
Clinical Data Analyst,Remote,Icon plc,None
Operations - Commodities Operations - Natural Gas Logistics...,"Calgary, AB",Goldman Sachs,None
Data Analyst,"National Capital Region, ON",Infinity Technology,None
Data Quality Analyst-Remote,"Vancouver, BC",Coast Capital Savings Federal Credit Union,None
"Data Analyst, Cardiac Services Data","Vancouver, BC",PHSA,None
"Data Analyst, Fall 2021 Student Opportunities (Halifax)","Halifax, NS",RBC,None
database analyst,"St. Catharines, ON",Dynamic Endoscopy & Speciality Care,$34 an hour
Business Analyst 3,"Burnaby, BC",City of Burnaby,"$7,725 - $8,052 a month"
Data Analyst,"East Gwillimbury, ON",Blue Door Supportive Services,"$47,000 - $53,000 a year"
Operations - Commodities Operations - Natural Gas Logistics...,"Calgary, AB",Goldman Sachs,None
Business Analyst,"Winnipeg, MB",Manitoba Government,"$4,757 - $5,993 a month"
Data Analyst,"Toronto, ON",Oculus Info Inc,None
Business Systems Analyst – Data Analyst,"Toronto, ON",SYNNEX Corporation,None
"ANALYST, CAPACITY MANAGEMENT","Windsor, ON",Green Shield,None
Data Analyst,None,Robert Half,$18.37 - $23.09 an hour
