Company,Location,Title,Salary
Markham Stouffville Hospital,Markham ON,Junior IT Project Analysts IT- Full Time Temporary (7 Weeks...,14820
ITRAK 365,Calgary AB,software technical support analyst,19760
New Castle Hotels,Halifax NS,Business Transient Sales Analyst (Hilton Focused,25000
Canadian Global Immigration Consulting,Burnaby BC,Admin Data Analyst,26000
BC Aboriginal Child Care Society,West Vancouver BC,Research and Data Analyst,27500
Echello Inc,Richmond BC,Database Analyst,31200
Insignia College,Delta BC,analyst database,33280
PHSA,Vancouver BC,Information Data Analyst,37429
Native Council of Prince Edward Island,Charlottetown PE,housing policy analyst,39520
Scott Street Medical Centre,St. Catharines ON,database analyst (DBA,40560
1st Call Industrial Ltd.,Mississauga ON,data warehouse analyst,40560
Metrolinx,Toronto ON,Rail Performance Management Analyst,40840
AWM Financial Service Inc,Richmond Hill ON,data analyst - informatics and systems,41600
ATOM AUTO PARTS,Markham ON,data analyst - informatics and systems,41600
Cloud IT!,Concord ON,computer systems analyst,41600
BITTS International Career College,Mississauga ON,database analyst,41600
University of New Brunswick,Fredericton NB,Data Centre Analyst,54842
ClickDishes Inc.,Vancouver BC,data analyst - informatics and systems,56000
Luvinova Technologies,Haines Junction YT,database analyst,64480
Luvinova Technologies,Haines Junction YT,database analyst,64480
Labrador-Grenfell Health,St. Anthony NL,Computer Programmer/Analyst,66955
Kalibrate,London ON,Senior Data Analyst (Client Services,69000
City of Ottawa,Ottawa ON,Reliability Analyst,72575
HEROISTIC SOFTWARE CONSULTING GROUP LTD.,Toronto ON,IT Business Analyst,80600
Johnson & Johnson Family of Companies,Canada,Analyst III Product Quality Vigilance (PQV,83250
Public Health Agency of Canada,Winnipeg MB,Programmer Analyst / Business Line Support Analyst Inventory,83541
Ministry of Health,Toronto ON,HEALTH ANALYST,83892
City of Hamilton,Hamilton ON,Policy/Progam Analyst,86382
Edmonton Public Library,Edmonton AB,Planning Assessment & Research Analyst,91291
City of Edmonton,Edmonton AB,Planning Assessment & Research Analyst,91291
Edmonton Public Library,Edmonton AB,Planning Assessment & Research Analyst,91291
Ministry of Colleges and Universities,Toronto ON,SENIOR POLICY AND PLANNING ANALYST,91691
Prescribe Data,Toronto ON,Data Visualization - Tableau Developer,130000
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
None,None,None,57710
Electronic Arts,"Vancouver, BC",Data Analyst,57710
A Thinking Ape,"Vancouver, BC",Data Analyst Co-op/Intern [September 2021],57710
Mistplay,"Montréal, QC",Fraud Data Analyst,57710
SickKids,"Toronto, ON",Data Analyst,57710
Celtx Inc,"St. John's, NL",Data Analyst,57710
Microsoft,"Vancouver, BC",Data Analyst,57710
Insight Global,None,Data Analyst (100% Remote),57710
Ubisoft,"Montréal, QC",Data Visualization Specialist,57710
NorthwesTel,"Yellowknife, NT",Network Analyst (IP & WAN),57710
University of Waterloo,"Waterloo, ON",Junior Data Analyst,57710
Scarsin,"Markham, ON",Jr. Data/Reporting Analyst,57710
EllisDon Corporation,"Mississauga, ON",Construction Data Analyst,57710
Heart & Stroke,Remote,IT Data Analyst,57710
Avison Young,"Edmonton, AB",Data Analyst,57710
Relogix,"Ottawa, ON",Tableau Data Analyst,57710
Microsoft,"Vancouver, BC",Data Analyst,57710
Scotiabank,"Toronto, ON",Data Analyst,57710
CNOOC International,"Calgary, AB",Analyst - Data Engineering and Analytics,57710
Hopper,Canada,Data Analyst,57710
Canadian Institute for Health Information,"Ottawa, ON","Analyst, Data Governance and Standards Office (DGSO)",57710
FoodX,"Vancouver, BC",Business Analyst - Data + Insights Team,57710
Biesse,"Mirabel, QC",Sales Intelligence Analyst,57710
Bulletproof,Prince Edward Island,Microsoft Data Analyst/Engineer,57710
Western Financial Group,"Calgary, AB",Business Intelligence Analyst,57710
resulta,"Bedford, QC",Data Visualization Specialist,57710
BDO,"Ottawa, ON",Data Visualization Specialist (Remote Opportunity),57710
RBC,"Toronto, ON","IT Risk Analyst, Cyber Risk (Fall 2021 Co-op)",57710
Centro,Ontario,Application Support Analyst,57710
Manulift,"Varennes, QC",Business Analyst,57710
Charger Logistics Inc.,None,Business Analyst- RPA/ Data Science,57710
BMW Group Financial Services Canada,"Toronto, ON","Data Analyst Intern, Controlling (12 Months)",57710
Relogix,"Ottawa, ON",Tableau Data Analyst,57710
Day & Ross Inc.,"Hartland, NB",Operations Analyst,57710
Microsoft,"Vancouver, BC",Data Analyst II - Telemetry,57710
