Company,Location,Title,Salary
SMC - Software Modelers Inc,Kelowna BC,Analyst at RefundPros (Part or Full-time,13520
SMC - Software Modelers Inc,Kelowna BC,Analyst at RefundPros (Part or Full-time,13520
AppleOne,None,Data Analyst - Junior,19250
J.D. Power,London ON,Build Data Analyst,20800
Inspira Advantage,Toronto ON,Technical SEO Analyst,20800
Inland Empire United Way,Riverside ON,211 Data Analyst,22880
Canadian Global Immigration Consulting,Burnaby BC,Admin Data Analyst,26000
AgencyAnalytics,None,Data Analyst,35000
AgencyAnalytics,None,Data Analyst,35000
JTE Claims Consultants Ltd.,None,Business Development Manager & Analyst,37500
City of Brampton,Brampton ON,GIS ANALYST,38029
EU Health and Innovations Inc.,Thornhill ON,data analyst - informatics and systems,40500
Lakhe Wale Jewellers Ltd.,Surrey BC,investment analyst,40560
PHSA,Burnaby BC,Business Intelligence Data Developer,41256
PHSA,Burnaby BC,Business Intelligence Data Developer,41256
City of West Kelowna,West Kelowna BC,GIS Analyst,44012
Emergitel,None,Data Analyst,44720
MSi Corp (Bell Canada,Toronto ON,Junior Data Analyst,45760
Primco,Calgary AB,database analyst,46800
Primco,Calgary AB,artificial intelligence analyst,46800
Adeptmind,Toronto ON,Data Analyst,47500
Supertemp,Halifax NS,analyst computer,52000
TELUS,Burnaby BC,Business Analyst - Represent TELUS,52500
Province of Nova Scotia,Halifax NS,Data Analyst (Research & Stat Officer 2,56526
EDC,Ottawa ON,Associate Information Analyst Data Management & Stewardship,57100
Dealer Media,None,Data Analyst/Administrative Assistant,57500
Dealer Media,None,Data Analyst/Administrative Assistant,57500
A.S. May,Oakville ON,Data Systems/Analyst {Experience Required},60000
Saskatchewan Polytechnic,Saskatchewan,IT Business Analyst,65292
Waves Coffee House,New Westminster BC,database analyst,67600
DocuPet,Calgary AB,Data Analyst,70000
Bizxcel Inc.,None,Business and Data Analyst,70000
Shared Health,Winnipeg MB,Public Health Contact Centre - Data and Statistical Analyst,76554
Natural Resources Canada,Hamilton ON,Systems Analyst,78326
McGill University,Montréal QC,Analyst,78920
Nova Scotia Health Authority,Dartmouth NS,Decision Support Analyst II - Mental Health and Addictions,79726
IC 360 Solutions Inc.,None,Technical Business Analyst,80000
Ministry of Education,Toronto ON,DATA AND SYSTEMS ANALYST,80782
City of Calgary,Calgary AB,Analyst Marketing & Talent Analytics,82139
Micro Merchant Systems Inc.,None,Technical Business Analyst,82500
Volt Strategic Partners Ltd.,Toronto ON,Business Analyst,84916
NL and Labrador Center for Health Info.,Newfoundland and Labrador,EMR Applications Analyst II,86112
PROVISION IT RESOURCES,None,Financial Data Analyst - PeopleSoft,86320
York Region,Newmarket ON,Social Services Analyst,88108
York Region,Newmarket ON,Social Services Analyst,88108
St. Joseph's Health Care London,None,"Data Analyst, Perioperative Services",54666
ROSEN Group,"Calgary, AB",Data Analyst,54666
PHSA,"Kamloops, BC",Data Centre Analyst III,54666
Loblaw Companies Limited,"Brampton, ON","Analyst, Data Operations",54666
SickKids,"Toronto, ON",Data Analyst,54666
Baker Hughes,"Calgary, AB",Data Analyst,54666
eBay Inc.,"Toronto, ON",Data Insights Analyst - Intern,54666
LRO Staffing,None,Data Analyst,54666
