Company,Location,Title,Salary
North Shore Canada Inc.,Simcoe ON,Data Analyst,18720
Canadian Global Immigration Consulting,Burnaby BC,Admin Data Analyst,26000
Thames Valley Family Health Team,London ON,Data Analyst,26728
NORTHERN LIGHTS SEAFOOD INC.,Corner Brook NL,analyst investments,27040
Semex,None,Business Intelligence Data Eng. /Ing. de données Intelligenc...,27500
Semex,None,Business Intelligence Data Eng. /Ing. de données Intelligenc...,27500
Wallgate Holding Inc,Vancouver BC,Database Analyst and Administrators,31200
Keyano College,Fort McMurray AB,IT Business Analyst,35949
1st Call Industrial Ltd.,Mississauga ON,data warehouse analyst,40560
CorGTA Inc.,None,Intermediate Data Analyst - 40.00 p/h - Contract,41600
BITTS International Career College,Mississauga ON,database analyst,41600
Novitech Inc.,Vaughan ON,Data Analyst Trainee,42500
TECHSUPPORT.CA CORP,None,Data Analyst,50000
TECHSUPPORT.CA CORP,None,Data Analyst,50000
Critical Control Energy Services,None,Data Analyst,50000
Critical Control Energy Services,None,Data Analyst,50000
Critical Control Energy Services,None,Data Analyst,50000
Natural Resources Canada,Ottawa ON,Physical Scientist / Physical science policy and planning an...,52788
Metrolinx,Toronto ON,Junior Analyst Third Party Project Review,55404
ProNavigator,Kitchener ON,Corporate Development Analyst,60000
Preteckt,None,Data Analyst,70000
Preteckt,None,Data Analyst,70000
Preteckt,None,Data Analyst,70000
Preteckt,None,Data Analyst,70000
Labrador-Grenfell Health,Newfoundland and Labrador,Information Management Analyst,70241
Island Health,Victoria BC,Analyst Health Information Management,70751
Niagara Region,Niagara ON,Data Analyst,75565
Synoptek,Saint John NB,Data Analyst,77500
City of Richmond Hill,Richmond Hill ON,Data and Analytics Analyst,80503
University of Victoria,Victoria BC,Senior Business Analyst,83906
York Region,Newmarket ON,Statistical Program Data Analyst,88108
Ministry of the Solicitor General,North Bay ON,SENIOR STATISTICAL SERVICES ANALYST,91234
Public Health Agency of Canada,Montréal QC,Analyst/Researcher,93900
Government of Saskatchewan,Regina SK,Senior Research Analyst,96106
Alcohol and Gaming Commission of Ontario,None,SENIOR ANALYST REGULATORY INTELLIGENCE AND INNOVATION,101438
Alcohol and Gaming Commission of Ontario,None,SENIOR ANALYST REGULATORY INTELLIGENCE AND INNOVATION,101438
Alcohol and Gaming Commission of Ontario,None,SENIOR ANALYST REGULATORY INTELLIGENCE AND INNOVATION,101438
TELUS International Inc.,Edmonton AB,Data Analyst/Engineer,161200
Airswift,None,Data Analyst,165360
Cameco,None,"Analyst, Enterprise Data & Business Intelligence",65225
"Tyler Technologies, Inc.",None,Data Analyst,65225
Canadian National Railway,None,Data System Analyst - Big Data,65225
University of Waterloo,"Waterloo, ON",Junior Data Analyst,65225
Toyota,Canada,Business Innovation Data Analyst,65225
Covenant House Vancouver,"Vancouver, BC",Data Analyst,65225
AgencyAnalytics,Remote,Data Analyst,65225
Game Hive Corporation,"Toronto, ON",Game Data Analyst,65225
Microsoft,"Vancouver, BC",Data Analyst II - Telemetry,65225
"Tyler Technologies, Inc.",None,Data Analyst,65225
Charger Logistics Inc.,None,Senior Data Analyst,65225
DRW Trading Group,"Montréal, QC",Data Analyst,65225
Ontario Teachers' Insurance Plan,"Waterloo, ON",Business Systems Analyst – Data Specialist,65225
Toyota Motor Manufacturing Canada,"Cambridge, ON",Materials Parts Ordering Analyst,65225
Enverus,"Calgary, AB",Data Analyst,65225
Pure Sunfarms Corporation,"Delta, BC",Data Analyst,65225
CGI,"Atlantic, NS",Business Analyst,65225
Microsoft,"Vancouver, BC",Senior Data Analyst - Sentiment & NPS,65225
Wiley,"Oakville, ON",Data Analyst,65225
Vendasta,"Saskatoon, SK",Senior Data Analyst,65225
CGI Inc,"Toronto, ON",Alteryx / Tableau Data Analyst,65225
Cameco,None,"Analyst, Enterprise Data & Business Intelligence",65225
Toyota Motor Manufacturing Canada,None,Assembly Line Control (ALC) Analyst,65225
BCAA,None,Senior Software Developer Analyst (AWS),65225
Canada Life Assurance Company,"London, ON",Senior Analyst Data & Analytics,65225
Square,"Vancouver, BC","Data Analyst, Risk",65225
Electronic Arts,"Vancouver, BC",Data Analyst - DTS Analytics,65225
CGI,"Toronto, ON",Business Analyst (Data Analytics Migration),65225
BIMM,"Toronto, ON",Data Analyst,65225
Maples Group,"Montréal, QC",Data and Reporting Analyst,65225
SSENSE,"Montréal, QC",Data Governance Analyst - Level 2 (Remote),65225
Air Canada,"Dorval, QC",Business Insights Analyst,65225
Triton Digital Canada Inc.,"Montréal, QC",Data Analyst /Project Lead //// Analyste de données principa...,65225
Vendasta,"Saskatoon, SK",Data Analyst,65225
The Co-operators,"Quebec City, QC",BI Analyst III - Analyst,65225
WTS Paradigm,"Montréal, QC",Analyste de données/Data Analyst,65225
The Bishop Strachan School,"Toronto, ON",Data Analyst,65225
Loblaw Companies Limited,"Brampton, ON","Analyst, Data Operations",65225
Western Financial Group,"High River, AB",Insurance Pricing Analyst,65225
CIBC,"Toronto, ON","Sr. Business Analyst, Data Analysis",65225
Intelex Technologies,British Columbia,Data Labeling Analyst - (ehsAI),65225
BBA,"Mont-Saint-Hilaire, QC",Final year internship – Business Intelligence (BI) Systems,65225
Club Med,"Montréal, QC",Business Analyst,65225
ABB,"Saint-Laurent, QC",Next Generation Summer Student Program 2021 - Data Analyst,65225
KABS,"Longueuil, QC",Analyste Vérification de données - Data Review Analyst,65225
Alithya,"Montréal, QC",Data Analyst,65225
Mistplay,"Montréal, QC",Senior Data Analyst,65225
Fraser Health,"Surrey, BC","Information and Data Analyst, Population Health Observatory",65225
CGI Inc,"Atlantic, NS",Technical Analyst,65225
INTERIOR HEALTH AUTHORITY,"Kelowna, BC","DATA QUALITY ANALYST, HEALTH RECORDS CODING",65225
EY,"Halifax, NS",Staff Data Analyst,65225
Square Enix Montréal,"Montréal, QC",Analyste de données / Data Analyst,65225
Healthcare of Ontario Pension Plan (HOOPP),"Toronto, ON",Business Data Analyst,65225
Rise People Inc.,"Vancouver, BC",Data Analyst & Zoho Administrator,65225
Kinesso,"Toronto, ON","Kinesso - Data Analyst, Advanced Analytics",65225
Queen's University,"Kingston, ON",User Support Analyst,65225
Ontario Teachers' Pension Plan,"Toronto, ON",ITSM Process Analyst,65225
Yelp,"Toronto, ON","Business Systems Analyst, Workday (Remote)",65225
CCM Hockey,"Montréal, QC",Global Master Data Analyst,65225
Rogers Communications,"Brampton, ON",Sr. Data Analyst/Developer,65225
Ubisoft,"Montréal, QC",Business Analyst - CRM,65225
Scotiabank,"Toronto, ON",Analyst - Business Banking Data Governance,65225
Infinity Technology,"National Capital Region, ON",Data Analyst,65225
Best Buy,Canada,Senior Data Analyst – Logistics,65225
Icon plc,Remote,Clinical Data Analyst,65225
PointClickCare,Remote,Data Insights & Business Analyst,65225
BGIS,"Calgary, AB",Data Centre Analyst,65225
Digital Extremes,"London, ON",Web Data Analyst,65225
Citi,"Mississauga, ON",Intermediate QA Analyst/Tester Analyst,65225
Perimeter Medical Imaging,"Toronto, ON",Associate Data Analyst,65225
BCLC,"Kamloops, BC",Senior Data Analyst (Enterprise Data Warehouse Developer),65225
Louisiana-Pacific Corporation,"Fort St. John, BC",GIS Analyst,65225
BC Public Service,"Victoria, BC",ADMN O 24R - Corporate Initiatives Analyst,65225
QSI Inc,"Ottawa, ON",Intermediate Data Analyst,65225
"Harvard Partners, LLP, Trusted Advisors to IT","Moncton, NB",Business Analyst,65225
Suncor Energy Services,"Calgary, AB",Data Visualization Developer,65225
CGI Inc,"Atlantic, NS",Technical Analyst,65225
Square Enix Montréal,"Montréal, QC",Analyste de données / Data Analyst,65225
Scotiabank,"Toronto, ON",Analyst - Business Banking Data Governance,65225
EY,"Halifax, NS",Staff Data Analyst,65225
INTERIOR HEALTH AUTHORITY,"Kelowna, BC","DATA QUALITY ANALYST, HEALTH RECORDS CODING",65225
Healthcare of Ontario Pension Plan (HOOPP),"Toronto, ON",Business Analyst (BOSS),65225
Bold Commerce,"Winnipeg, MB",Senior Data Analyst,65225
Rise People Inc.,"Vancouver, BC",Data Analyst & Zoho Administrator,65225
Trinity Western University,"Langley, BC",Junior Data Analyst,65225
Charger Logistics Inc.,None,Senior Data Analyst,65225
Cameco,None,"Analyst, Enterprise Data & Business Intelligence",65225
Toyota Motor Manufacturing Canada,None,Assembly Line Control (ALC) Analyst,65225
"Tyler Technologies, Inc.",None,Data Analyst,65225
BRP,"Valcourt, QC","Business Intelligence, Data Analytics & Insights",65225
BC Association of Aboriginal Friendship Centres,Remote,Health Program Analyst,65225
Microsoft,"Vancouver, BC",Senior Data Analyst - Sentiment & NPS,65225
Coast Capital Savings Federal Credit Union,"Vancouver, BC",Data Quality Analyst-Remote,65225
Ballard Power Systems Inc.,"Burnaby, BC",Data Analyst,65225
Shopify,"Ottawa, ON","Sr. Operations Analyst, TA Operations",65225
Ontario Teachers' Pension Plan,"Toronto, ON",ITSM Process Analyst,65225
SSENSE,"Montréal, QC",Data Governance Analyst - Level 2 (Remote),65225
BCAA,None,Senior Software Developer Analyst (AWS),65225
Psycho Bunny,None,Merchandise Product Analyst / Analyste commercial de la marc...,65225
BCAA,None,Senior Software Developer Analyst (AWS),65225
3M,"Brockville, ON",Logistics Materials Control Analyst,65225
Autodesk,"Montréal, QC",Senior Data Analyst,65225
Scarsin,"Markham, ON",Jr. Data/Reporting Analyst,65225
Cyber Chasse,Canada,Data Analyst,65225
Roche,"Mississauga, ON",Business Analyst,65225
FedEx Express Canada,"Mississauga, ON",Sales & Business Insights Analyst,65225
Moneris Solutions Corporation,"Toronto, ON",Sales Data Enablement Analyst,65225
Trimble,"Vancouver, BC",Application Analyst/Developer,65225
Cameco,None,"Analyst, Enterprise Data & Business Intelligence",65225
Fiera Capital,"Montréal, QC","Data Analyst, Global Distribution Support",65225
BRP,"Montréal, QC",Manufacturing Functional Analyst,65225
BELL RESIDENTIAL SERVICES,"Montréal, QC",Business Analyst,65225
KABS,"Saint-Hubert, QC",Analyste - Calculs et entrée de données / Analyst-Calculatio...,65225
Fraserway RV,"Abbotsford, BC",Data Analyst/Engineer,65225
General Motors,Ontario,Software Quality & Process Analyst,65225
Cummins Inc.,"Mississauga, ON",Fuel Cell Data Engineer / Analyst,65225
BACI,"Burnaby, BC",Business Technology Analyst,65225
Coast Capital Savings Federal Credit Union,"Vancouver, BC",Data Quality Analyst-Remote,65225
HomeEquity Bank,"Toronto, ON",Senior Data Analyst,65225
MNP,"Calgary, AB",Business Systems Analyst,65225
Thinkific,"Vancouver, BC","Data Analyst, Customer Success",65225
Nutrien Ltd.,"Calgary, AB","Senior Analyst, Procurement Systems Integration",65225
SurveyMonkey,"Ottawa, ON",Data Product Analyst III,65225
Regina Qu'Appelle,"Regina, SK",Analyst,65225
Providence Health Care,"Vancouver, BC",Business Intelligence (BI) Developer-Analyst,65225
Triton Digital Canada Inc.,"Montréal, QC",Data Analyst /Project Lead //// Analyste de données principa...,65225
Finning International Inc.,"Calgary, AB",Global Business Intelligence Architect,65225
NTT DATA Services,"Halifax, NS",Healthcare Payer - Data Analyst,65225
Normative,"Toronto, ON",Strategy Analyst,65225
