Title,Location,Company,Salary
Analytics Engineer,"Toronto, ON",Maple,"$75,000 - $105,000 a year"
Engineering Analyst - South Paint,"Cambridge, ON",Toyota Motor Manufacturing Canada,None
DataOps Engineer (Business Intelligence),"Montréal, QC",Coveo,None
Engineer - Fatigue Analyst (MGTC),"Guelph, ON",Linamar Corp,None
Pipeline Integrity Quantitative Risk Engineer,"Calgary, AB",TC Energy,None
ETL/BI Test Engineer,"London, ON",Cognizant Technology Solutions,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
BI Engineer,"Toronto, ON",Sonder,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
Senior BI Engineer,"Toronto, ON",ecobee,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Engineer,"Toronto, ON",Sonder,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
BI Engineer,"Toronto, ON",Sonder,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
BI Engineer,"Toronto, ON",Sonder,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Engineer,"Toronto, ON",Sonder,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Engineer,"Toronto, ON",Sonder,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
BI Engineer,"Toronto, ON",Sonder,None
"Sr. Analyst, Supply Chain","Brampton, ON",Loblaw Companies Limited,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
