Company,Location,Title,Salary
MSi Corp (Bell Canada,Ottawa ON,Data Entry Analyst,20800
Parmida E-commerce,None,Data Analyst,22500
Hamilton Health Sciences Corporation,Hamilton ON,Regional Oncology Analyst,33155
Kanwar Herr,Surrey BC,Database Administrator/Analyst,33280
AgencyAnalytics,None,Data Analyst,35000
Dynamic Endoscopy & Speciality Care,St. Catharines ON,database analyst,35360
Scott Street Medical Centre,St. Catharines ON,database analyst (DBA,40560
Scott Street Medical Centre,St. Catharines ON,database analyst (DBA,40560
Teleperformance Canada,Toronto ON,Quality Analyst-NBA,41000
PHSA,Burnaby BC,Business Intelligence Data Developer,41256
Rogers Authorized Dealer,None,Data Analyst,45000
TELUS,Burnaby BC,Business Analyst - Represent TELUS,52500
Canada Kinetic Intelligent inc.,Charlottetown PE,Database Analyst,65520
Labrador-Grenfell Health,St. Anthony NL,Computer Programmer/Analyst,66955
Labrador-Grenfell Health,St. Anthony NL,Computer Programmer/Analyst,66955
NTT DATA Services,Halifax NS,Business Analyst (Data Analysis & Healthcare Payer,67600
WCB Alberta,Edmonton AB,Clinical Data Analyst,68930
Niagara Region,Niagara ON,Public Health Business Support Analyst,74520
CMEC,Toronto ON,Analyst Education and Data Research,75094
Metrolinx,Toronto ON,Planning Analyst Modelling & Geospatial Analysis,75717
Shared Health,Winnipeg MB,Public Health Contact Centre - Data and Statistical Analyst,76554
Ministry of Health,Toronto ON,NEGOTIATIONS ANALYST,76607
Nova Scotia Health Authority,Halifax NS,IM/IT Senior Systems Analyst - Business Intelligence Service...,79726
City of Calgary,Calgary AB,Analyst Marketing & Talent Analytics,82139
Servus Credit Union,None,Performance Test Analyst II (Hybrid Automation experience (...,83766
eHealth Saskatchewan,Regina SK,Business Analyst (Intermediate,87890
York Region,Newmarket ON,Social Services Analyst,88108
Harris Computer Systems,Ottawa ON,Workday HRIS Analyst,92500
City of Vancouver,Vancouver BC,Geospatial Data Analyst,93672
City of Vancouver,Vancouver BC,Geospatial Data Analyst,93672
Dempton Services Professionnels,Montréal QC,analyst computer,122500
Fraserway RV,None,Data Analyst/Engineer,63851
Inter Pipeline,None,Data Analyst,63851
Spartan Controls,None,SAP Master Data Analyst,63851
WTS Paradigm,"Repentigny, QC",Analyste de données/Data Analyst,63851
Kent Building Supplies,None,Analyst - Supply Chain,63851
EfficiencyOne,"Halifax, NS",Data Analyst,63851
triOS College Business Technology Healthcare Inc....,"Mississauga, ON",Scheduler/Junior Data Analyst - Mississauga,63851
Morneau Shepell,None,Actuarial Analyst,63851
Ubisoft,"Montréal, QC",Data Analyst Assistant,63851
Western Financial Group,None,Business Analyst,63851
Suncor Energy Services,None,Data Visualization Analyst (Developer),63851
Federated Co-operatives Limited,None,Junior IT Business Analyst,63851
AXIS Insurance,"Halifax, NS",Data Analyst,63851
