Title,Location,Company,Salary
Analytics Engineer,"Toronto, ON",Maple,"$75,000 - $105,000 a year"
DataOps Engineer (Business Intelligence),"Montréal, QC",Coveo,None
Engineering Analyst - South Paint,"Cambridge, ON",Toyota Motor Manufacturing Canada,None
Pipeline Integrity Quantitative Risk Engineer,"Calgary, AB",TC Energy,None
Engineer - Fatigue Analyst (MGTC),"Guelph, ON",Linamar Corp,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
ETL/BI Test Engineer,"London, ON",Cognizant Technology Solutions,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Engineer,"Toronto, ON",Sonder,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
ETL/BI Test Engineer,"London, ON",Cognizant Technology Solutions,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
BI Engineer,"Toronto, ON",Sonder,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
ETL/BI Test Engineer,"London, ON",Cognizant Technology Solutions,None
BI Engineer (Contract),"Mississauga, ON",Compass Digital Labs,None
BI Engineer,"Toronto, ON",Sonder,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction - Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
Senior BI Engineer,"Toronto, ON",ecobee,None
Platform Engineer (Oracle Business Intelligence & EPM),"Toronto, ON",Scotiabank,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
Ingénieur de données Azure/BI,"Montréal, QC",CGI Inc,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
