Title,Location,Company,Salary
Data Scientist,"Markham, ON",Aviva,None
Data Scientist,None,Charger Logistics Inc.,None
Data Scientist Assistant – Business (6 month minimum),"Montréal, QC",Ubisoft,None
Data Scientist,"Toronto, ON",Scotiabank,None
Data Scientist,"Kitchener, ON",EnPowered,None
Data Scientist/Bioinformatician,"Toronto, ON",SickKids,None
Data Scientist,"Brampton, ON",Loblaw Companies Limited,None
Staff Data Scientist - Interests,"Toronto, ON",Twitter,None
Data Scientist,"Toronto, ON",BMO Financial Group,None
Data Scientist - Telematics,"Montréal, QC",Aviva,None
"Data Scientist, Remote","Quebec City, QC",Infostrux Solutions,None
Data Scientist,"Ottawa, ON",Lumentum Operations LLC,None
Data Scientist,Remote,Nidish LLC,$45 an hour
Applied Scientist (Remote),"Ottawa, ON",Yelp,None
Data Scientist,"Vancouver, BC",Microsoft,None
Data Scientist,None,Belcan,None
"Data Scientist, Artificial Intelligence","Vancouver, BC",Lululemon,None
Data Scientist,"Mississauga, ON",Bayer,None
Data Scientist,"Toronto, ON",Cardinal Path,None
Data Scientist (Remote),"Toronto, ON",Yelp,None
DATA SCIENTIST,"Ottawa, ON",Temetrix,None
Data Analytics Specialist,"Ottawa, ON",Egg Farmers of Canada,None
Junior Data Scientist,"Vancouver, BC",Vessi,None
Data Scientist,"Toronto, ON",Trader Corporation,None
Senior Applied Research Scientist,"Calgary, AB",ZeroKey,"$100,000 - $125,000 a year"
Data Scientist/Machine Learning Engineer,None,Staffinity Inc.,"$80,000 - $120,000 a year"
Machine Learning Intern,"Calgary, AB",Alberta Machine Intelligence Institute,"$2,540 a month"
Data Analytical Scientist,"Toronto, ON",Samiti Technology,$50 - $60 an hour
Data Scientist,"Toronto, ON",CakeAI,None
Data Scientist,"Toronto, ON",Ontario Medical Association,None
Data Scientist,"Toronto, ON",Ontario Medical Association,None
Data Scientist,"Montréal, QC",Nakisa,None
Applied Data Scientist,"Montréal, QC",Comparative Inc.,"$50,000 a year"
Data Scientist 2,"Toronto, ON",Zynga,None
Data Analyst,"Calgary, AB",Shaw Communications,None
Data Analyst,"Fredericton, NB",The Chapman Group,None
Data Scientist (Machine Learning),"Montréal, QC",Zesty.ai,None
Data Scientist - Member Experience,"Toronto, ON",Nextdoor,None
Senior Data Scientist,"Vancouver, BC",BOEING,None
Product Manager – Data Science,"Markham, ON",Aviva,None
Senior Data Scientist,"Toronto, ON",Scotiabank,None
Data Scientist,"Montréal, QC",METRIO,None
Data Scientist/Machine Learning Engineer,None,Staffinity Inc.,"$80,000 - $120,000 a year"
"Principal Data Scientist, Programmatic Bidding","Venice, AB",Qool Media Holdings,None
"Data Scientist, Point of Sale & Customers","Toronto, ON",Square,None
"Data Scientist, Shopping","Toronto, ON",Pinterest,None
"Senior Data Scientist, Customer Data","Toronto, ON",Rogers Communications,None
Machine Learning Engineer/Data Scientist,"Whitchurch-Stouffville, ON",IDES CANADA INC,"$50,000 - $80,000 a year"
"Data Scientist, Summer Student 2021 Opportunities","Toronto, ON",RBC,None
Data Scientist,"Ottawa, ON",Thinking Capital,None
Corporate Strategy Data Science Intern (Summer 2021),"Vancouver, BC",Electronic Arts,None
Aquatic Informatics - Sr. Data Scientist,"Vancouver, BC",Hach,None
Data Scientist,"Calgary, AB",MobSquad,None
Data Scientist,Remote,Guestlogix,None
"Analyst II, Data Science","Etobicoke, ON",Moneris Solutions Corporation,None
Data Scientist II,"Montréal, QC",Mistplay,None
Senior Data Scientist,Ontario,SecurityScorecard,None
Data Scientist/Machine Learning Engineer,None,Staffinity Inc.,"$80,000 - $120,000 a year"
Lead Data Scientist,"Toronto, ON",Peak Power,None
"Developer, Data Science","Toronto, ON",Bell Canada,None
"Data Scientist, Supply Chain/Customer Profitability","Richmond Hill, ON",Staples Canada,None
Data Scientist - QuantumBlack,"Montréal, QC",McKinsey & Company,None
Data Scientist,"Toronto, ON",Manifest Climate,None
Applied Scientist - Trust and Safety (Remote),"Toronto, ON",Yelp,None
