Title,Location,Company,Salary
Data Analyst,None,Inter Pipeline,None
SAP Master Data Analyst,None,Spartan Controls,None
Associé à la gestion des talents émergents - Analyste de don...,None,Brother Canada,None
Data Entry/Data Breach Analyst,Remote,Epiq,$22 an hour
"Analyst, Data Management Operations","Bedford, NS",RBC,None
Data Analyst - Supply Chain,None,Aramark,None
Jr. Data Analyst,None,CorTech,None
Master Data Analyst,None,Iovate Health Sciences International Inc.,None
Business Analyst,None,Western Financial Group,None
Data Analyst,None,SaltWire Network Inc.,None
Senior Data Analyst,None,Sun Life Financial,None
"CRM Data Analyst, The Source",None,BELL MOBILITY/BELL MOBILITÉ,None
Data Warehouse Analyst,"Calgary, AB",Calgary West Central Primary Care Network,None
"Data Analyst, Game",None,Prodigy Game,None
Data Analyst/Administrative Assistant,None,Dealer Media,"$50,000 - $65,000 a year"
Music Data Analyst,"Toronto, ON",Warner Music Group,None
Data Modelling and Reporting Analyst,Canada,The Co-operators,None
Data Visualization Specialist,"Toronto, ON",Mainstreet Research,$40 an hour
Member Data Analyst,"Calgary, AB",Connect First Credit Union,None
Data Governance Analyst,"Toronto, ON",GS1 Canada,None
Partnerships Data Analyst,"Calgary, AB",Neo Financial,None
Junior Data Analyst,"Toronto, ON",Prodigy Systems Inc.,"$35,000 - $40,000 a year"
Data Analyst,"Moncton, NB",Sales Beacon,None
PDI - Data Governance and Data Quality Analyst,"Toronto, ON",Pacific Data Integrators,None
Sales Data Analyst,None,Dermalogica,None
BI Developer/Analyst,None,Magna International Inc.,None
Data Analyst,"Bedford, QC",resulta,None
Data Analyst,"Mississauga, ON",Larsen & Toubro Infotech Limited,None
Data Analyst,Remote,Clearly,None
"Product Analyst – Associate – New Graduate (Vancouver, Toron...",Canada,Ernst & Young,None
Junior Data Analyst,"Toronto, ON",Prodigy Systems Inc.,"$35,000 - $40,000 a year"
Data Analyst,"Moncton, NB",Sales Beacon,None
"Senior Analyst, Planning & Forecasting Analytics","Calgary, AB",Canadian Tire,None
PDI - Data Governance and Data Quality Analyst,"Toronto, ON",Pacific Data Integrators,None
BI Developer/Analyst,None,Magna International Inc.,None
"Product Analyst – Associate – Internship (Vancouver, Toronto...",Canada,EY,None
"Analyst II, Data Science","Etobicoke, ON",Moneris Solutions Corporation,None
Data Analyst,"National Capital Region, ON",Infinity Technology,None
Data Analyst,"Sarnia, ON",Lambton College,None
Data Analyst,Remote,Clearly,None
IT Business Analyst,"Calgary, AB",Agat Laboratories,None
Sales Operations Analyst,"North York, ON",Nestle,None
Health & Benefits Analyst,"Calgary, AB",Willis Towers Watson,None
Data Analyst,"Toronto, ON",Aecon Group,None
Data Quality Analyst,"Vancouver, BC",Parallel Domain,None
Senior Data Analyst,Remote,PointClickCare,None
Business Systems Analyst,None,CNRL,None
Data Analyst,"Saskatoon, SK",Rogers Authorized Dealer,"$35,000 - $55,000 a year"
Data Analyst,"Vancouver, BC",Alithya,None
Game Data Analyst,Remote,Eastside Games,None
Junior Analyst / Product Developer,"Oakville, ON",Sensor Technologies,None
"Sales Strategy and Operations Analyst, Google Cloud","Toronto, ON",Google,None
Junior Data Analyst,"Saint-Laurent, QC",Groom & Associes,$18 an hour
Senior Business Intelligence Analyst - Merchandising,"Richmond Hill, ON",Staples Canada,None
Data analyst (Summer internship),"Montréal, QC",Ipnos Software,None
Data Analyst - Contract position (Open Ended),"Bedford, QC",resulta,None
Game Data Analyst,"Toronto, ON",Gameloft,None
Analyst - Performance Analytics & Reporting,"Toronto, ON",Ontario Energy Board,None
"Investor Relations Analyst, ESG & Data",Remote,opentext,None
database analyst,"Milton, ON",Wheel King Transhaul Inc,$38.46 an hour
Data Analyst and Investigator,Canada,Shaw Communications,None
Data Analyst,"Woodbridge, ON",Earth Rangers,None
BI Analyst,"Saint-Augustin, QC",Manulift,None
"Sr. Analyst, Master Data","Brampton, ON",Loblaw Companies Limited,None
Data Analyst Ecommerce,None,UAP Inc.,None
Contract Data Analyst,Ontario,Wikimedia Foundation,None
Fuel Cell Data Engineer / Analyst,"Mississauga, ON",Cummins Inc.,None
Data Analyst,"Montréal, QC",MSi Corp (Bell Canada),$35 an hour
Financial Data Analyst,"Toronto, ON",moneykey,None
Data Analyst,"Toronto, ON",College of Physicians & Surgeons of Ont.,None
Research & Communication Analyst,"Yellowknife, NT",Government of the Northwest Territories,"$72,000 - $86,000 a year"
Technical Business Analyst,"Calgary, AB",Enrich Software Corp.,None
"Planning Analyst, Modelling & Geospatial Analysis","Toronto, ON",Metrolinx,"$63,958 - $87,476 a year"
Estimatics Analyst,"Winnipeg, MB",Manitoba Public Insurance,None
Data Research Analyst,"Toronto, ON",Morningstar,None
"Project Analyst - (Business & Data Analyst) – SQL Server, SS...","Kitchener-Waterloo, ON",Dream Catcher Group Limited,None
Senior Network Analyst (Data Centre / Critical Facilities),"Etobicoke, ON",Scotiabank,None
Property & Specialty Claims Risk Data Analyst,"Markham, ON",Aviva,None
SuccessFactors Reporting Analyst,"Waterloo, ON",opentext,None
Analyst (Media),"Toronto, ON",Mindshare,None
"Business Intelligence, Data Analytics & Insights","Valcourt, QC",BRP,None
Data Analyst and Investigator,Canada,Shaw Communications,None
Data Analyst,"Woodbridge, ON",Earth Rangers,None
BI Analyst,"Saint-Augustin, QC",Manulift,None
"Sr. Analyst, Master Data","Brampton, ON",Loblaw Companies Limited,None
